Gene.symbol	t-score	FoldChange	pvalue	FDR
DLG1	-1.1242461	0.939110574	0.266	0.889
DLG4	-0.3399972	0.986257691	0.735	0.979
DLGAP1	1.6061763	1.034003838	0.114	0.801
DLGAP2	0.2591099	1.007974087	0.797	0.982
DLGAP4	0.1451407	1.004673557	0.885	0.992
DLGAP5	4.0415903	1.357894655	0.000179	0.0242
DLK1	1.1660658	1.065228136	0.249	0.883
DLK1	0.2942693	1.014717315	0.77	0.98
DLK2	-1.1357189	0.948073727	0.261	0.889
DLL1	-0.5970026	0.969746548	0.553	0.955
DLL3	-0.1510361	0.994055605	0.881	0.991
DLL4	-0.4778973	0.96626719	0.635	0.965
DLST	-1.3506829	0.902380621	0.183	0.864
DLX1	-1.6526026	0.953928123	0.105	0.786
DLX2	0.0377544	1.001246285	0.97	0.998
DLX3	0.1677258	1.006518019	0.867	0.99
DLX4	0.3037159	1.010266784	0.763	0.98
DLX5	-0.127515	0.995074171	0.899	0.995
DLX6	-0.513743	0.986331682	0.61	0.964
DMAC1	0.8343517	1.058881936	0.408	0.923
DMAC2	-0.8909881	0.967483928	0.377	0.917
DMAP1	-0.279484	0.978165468	0.781	0.981
DMBT1	0.7052791	1.031781755	0.484	0.944
DMBX1	0.8924054	1.020767075	0.376	0.917
DMC1	-0.24374	0.995026801	0.808	0.983
DMD	-1.2601247	0.973938101	0.213	0.877
DMKN	-0.0712736	0.996966035	0.943	0.998
DMP1	0.2350502	1.004846923	0.815	0.984
DMPK	-0.6835725	0.971081233	0.497	0.945
DMRT1	-0.56109	0.980196826	0.577	0.962
DMRT2	0.6987093	1.018215371	0.488	0.944
DMRT3	-1.0563058	0.972496727	0.296	0.896
DMRTA1	-1.2346975	0.953414823	0.223	0.878
DMRTA2	-1.7158206	0.919330812	0.0923	0.767
DMRTB1	1.6758495	1.064706598	0.0999	0.781
DMRTC2	-1.2580544	0.923911455	0.214	0.877
DMTF1	-2.2286264	0.862054945	0.0303	0.576
DMTN	0.1538762	1.012114191	0.878	0.991
DMWD	0.3892218	1.017460171	0.699	0.974
DMXL1	1.4251861	1.104692447	0.16	0.846
DMXL2	2.6470164	1.403238504	0.0108	0.373
DNAAF1	1.1149671	1.063545607	0.27	0.889
DNAAF2	-0.9829542	0.934894198	0.33	0.905
DNAAF3	0.4622744	1.020662045	0.646	0.966
DNAAF4	-1.84451	0.954825996	0.0709	0.729
DNAAF5	-0.9495803	0.977468293	0.347	0.911
DNAH11	-0.7765281	0.927146073	0.441	0.933
DNAH12	1.7228552	1.359868548	0.091	0.763
DNAH14	-0.8314952	0.985252138	0.41	0.923
DNAH17	-1.1438886	0.960226615	0.258	0.888
DNAH2	-0.4249831	0.981392867	0.673	0.972
DNAH3	-0.6347456	0.984896057	0.528	0.95
DNAH5	-0.6198016	0.986647945	0.538	0.951
DNAH7	-0.7979677	0.976318714	0.429	0.929
DNAH8	-0.6723399	0.966866166	0.504	0.946
DNAH9	-0.9680483	0.962980454	0.338	0.908
DNAI1	-0.6629752	0.971745967	0.51	0.947
DNAI2	0.567099	1.015703473	0.573	0.961
DNAJA2	-0.2626924	0.988472949	0.794	0.982
DNAJA3	0.8531753	1.06426884	0.398	0.921
DNAJA4	0.1418737	1.008713304	0.888	0.993
DNAJB1	-1.9458856	0.854782022	0.0572	0.681
DNAJB11	-0.9166822	0.94240685	0.364	0.915
DNAJB12	0.7085373	1.030557191	0.482	0.943
DNAJB13	-0.2760089	0.987438567	0.784	0.982
DNAJB14	-0.8573329	0.92574119	0.395	0.921
DNAJB2	-1.1196504	0.942475905	0.268	0.889
DNAJB4	0.0022323	1.000063501	0.998	1
DNAJB5	-1.0840394	0.956063263	0.283	0.893
DNAJB6	0.3551429	1.0553442	0.724	0.978
DNAJB7	-0.2917873	0.991658014	0.772	0.981
DNAJB8	-2.9151072	0.912103021	0.00527	0.262
DNAJC1	1.2614259	1.076741997	0.213	0.877
DNAJC10	1.079851	1.083989994	0.285	0.893
DNAJC11	0.1616889	1.005154993	0.872	0.99
DNAJC12	-0.4970581	0.987494152	0.621	0.965
DNAJC13	1.1064691	1.052317585	0.274	0.889
DNAJC15	1.0950111	1.083246609	0.279	0.891
DNAJC18	-1.2699639	0.951586381	0.21	0.877
DNAJC19	0.3720007	1.025068293	0.711	0.977
DNAJC2	-0.7223635	0.939833788	0.473	0.942
DNAJC21	0.7291832	1.043720687	0.469	0.941
DNAJC24	0.8265239	1.108064421	0.412	0.925
DNAJC27	-0.7888114	0.976924666	0.434	0.931
DNAJC28	-0.4932611	0.986654059	0.624	0.965
DNAJC30	-0.4755028	0.976960379	0.636	0.965
DNAJC4	-0.5829205	0.979276691	0.563	0.957
DNAJC5	0.0611115	1.00295829	0.952	0.998
DNAJC5B	-0.4165859	0.978403853	0.679	0.972
DNAJC5G	0.3762025	1.017996958	0.708	0.976
DNAJC6	-1.0973822	0.972042946	0.278	0.891
DNAJC7	1.1280405	1.096972394	0.265	0.889
DNAJC8	0.8321276	1.032342412	0.409	0.923
DNAL4	-0.9301064	0.958514127	0.357	0.912
DNALI1	-0.4397152	0.986475202	0.662	0.97
DNASE1	-1.0529088	0.956095961	0.297	0.896
DNASE1L1	1.2500543	1.091794126	0.217	0.877
DNASE1L1	1.0801443	1.057535974	0.285	0.893
DNASE1L2	-1.0100377	0.948204924	0.317	0.901
DNASE1L3	-0.2703703	0.985957722	0.788	0.982
DNASE2	0.3437736	1.016425736	0.732	0.979
DNASE2B	0.4876751	1.017358852	0.628	0.965
DNER	-0.3589952	0.988545763	0.721	0.978
DNM1	0.6078438	1.027552609	0.546	0.952
DNM1L	0.3248764	1.018086131	0.747	0.979
DNM2	0.2703537	1.020058371	0.788	0.982
DNMBP	-0.533672	0.978224891	0.596	0.963
DNMT1	1.4598808	1.053986202	0.15	0.842
DNMT3A	-0.2072385	0.992888631	0.837	0.986
DNMT3L	-1.5433197	0.933361484	0.129	0.813
DNPEP	1.6434587	1.104261449	0.106	0.79
DNPH1	-0.4117488	0.970733126	0.682	0.972
DNTT	-0.0341953	0.99863537	0.973	0.998
DNTTIP1	0.2047911	1.01375084	0.839	0.986
DNTTIP2	-0.371489	0.970361879	0.712	0.977
DOC2A	0.7505049	1.037582793	0.456	0.938
DOCK11	-0.8354356	0.937754204	0.407	0.923
DOCK2	0.7068639	1.034794808	0.483	0.944
DOCK3	-2.446903	0.815598586	0.0179	0.47
DOCK5	-0.4644096	0.969524761	0.644	0.966
DOCK6	-0.5154129	0.982288198	0.608	0.964
DOCK8	1.2406227	1.091635351	0.22	0.878
DOHH	-0.7558265	0.955287671	0.453	0.938
DOK1	-0.3520741	0.984597629	0.726	0.978
DOK2	1.8207231	1.160077999	0.0745	0.736
DOK4	-0.567547	0.9763621	0.573	0.961
DOK5	-0.8304471	0.971305711	0.41	0.923
DOK6	1.5144996	1.250762049	0.136	0.825
DOK7	-1.8729773	0.917447723	0.0668	0.716
DOLK	-1.9267179	0.922602195	0.0596	0.69
DOLPP1	-1.5694209	0.936940566	0.123	0.807
DONSON	0.3016654	1.022461315	0.764	0.98
DOPEY1	0.7502831	1.029466319	0.457	0.938
DOPEY2	0.0135558	1.000742158	0.989	0.999
DPAGT1	1.5552083	1.223376349	0.126	0.81
DPCR1	0.2359299	1.007144822	0.814	0.984
DPEP1	-1.834004	0.937188476	0.0725	0.732
DPEP2	-2.186963	0.832517781	0.0334	0.592
DPEP3	-2.2062457	0.878219206	0.0319	0.589
DPF1	0.3060949	1.017933157	0.761	0.98
DPF2	-0.5383369	0.970560613	0.593	0.962
DPF3	-1.0137403	0.963373023	0.315	0.899
DPH1	0.0131334	1.000564977	0.99	0.999
DPH2	-0.6954865	0.970337679	0.49	0.944
DPH5	-3.0387354	0.792777993	0.00374	0.22
DPH6	0.9027188	1.094016737	0.371	0.916
DPH7	-0.5304318	0.968454235	0.598	0.963
DPM2	0.563895	1.036530293	0.575	0.962
DPM3	-1.2559225	0.897715674	0.215	0.877
DPP3	1.1913645	1.101900335	0.239	0.883
DPP4	0.3669496	1.032439011	0.715	0.978
DPP6	-1.3770804	0.957973777	0.175	0.858
DPP6	-0.4601554	0.979796036	0.647	0.966
DPP7	-2.1343929	0.879190888	0.0376	0.615
DPP8	-0.7943406	0.960654644	0.431	0.93
DPP9	0.8316726	1.037608167	0.409	0.923
DPPA2	-0.2614322	0.989323279	0.795	0.982
DPPA4	-0.7639212	0.96149364	0.448	0.936
DPPA5	-1.0025512	0.966830111	0.321	0.902
DPT	-0.1094622	0.997165718	0.913	0.996
DPY19L2	-0.1725944	0.987893092	0.864	0.99
DPY19L4	0.3188047	1.02677531	0.751	0.98
DPY30	0.898054	1.100093647	0.373	0.916
DPYD	0.541825	1.051320763	0.59	0.962
DPYS	-1.5203083	0.950513129	0.135	0.824
DPYSL3	-1.5089799	0.947073921	0.137	0.825
DPYSL4	-0.5374177	0.976128611	0.593	0.962
DPYSL5	-0.4915402	0.984649068	0.625	0.965
DQX1	0.3794965	1.014046092	0.706	0.975
DR1	-0.0732045	0.996280982	0.942	0.998
DRAM1	1.8844892	1.194655598	0.0652	0.71
DRAM2	-1.243098	0.914504009	0.22	0.878
DRAP1	2.689224	1.472213851	0.00965	0.358
DRAXIN	0.2712655	1.010624829	0.787	0.982
DRC1	-0.5299588	0.972566437	0.598	0.963
DRC3	-0.6575273	0.982304225	0.514	0.947
DRC7	2.1265606	1.0940943	0.0383	0.619
DRD1	-0.3071103	0.990860023	0.76	0.98
DRD2	-0.528741	0.983788591	0.599	0.963
DRD3	-0.191813	0.994747229	0.849	0.987
DRD4	0.3618427	1.015570533	0.719	0.978
DRD5	-0.2694169	0.987156002	0.789	0.982
DRG2	-0.0579626	0.996846844	0.954	0.998
DRICH1	-0.2450087	0.989406622	0.807	0.983
DROSHA	0.9427945	1.075720905	0.35	0.912
DRP2	0.181049	1.004502427	0.857	0.989
DSC1	-1.0107376	0.86397749	0.317	0.9
DSC2	-1.4566661	0.889566128	0.151	0.842
DSC3	-0.4333358	0.988154286	0.667	0.971
DSCAM	-0.6450169	0.974965707	0.522	0.949
DSCC1	-1.172619	0.963873886	0.246	0.883
DSEL	-0.3892836	0.990096843	0.699	0.974
DSG1	-0.1862877	0.994552311	0.853	0.988
DSG2	0.3339532	1.009248561	0.74	0.979
DSG3	-0.3542429	0.991395029	0.725	0.978
DSG4	1.2982862	1.034149313	0.2	0.87
DSN1	-0.5634408	0.974370831	0.576	0.962
DSP	-0.3480095	0.956140304	0.729	0.978
DSTN	-0.78453	0.946115473	0.436	0.931
DSTYK	-2.4592754	0.856998925	0.0174	0.463
DTD2	1.1986262	1.096417484	0.236	0.883
DTHD1	-1.285309	0.956236619	0.204	0.875
DTNA	-2.1565982	0.949776635	0.0358	0.606
DTNB	-1.2119311	0.956918864	0.231	0.882
DTNBP1	1.9471596	1.114444893	0.057	0.68
DTWD1	0.3968104	1.043696835	0.693	0.973
DTX1	-0.864429	0.963771337	0.391	0.92
DTX2	0.2088799	1.010473467	0.835	0.986
DTX3	-0.0395564	0.998643233	0.969	0.998
DTX4	-2.998204	0.746170868	0.00419	0.23
DUOX1	-1.258582	0.952157863	0.214	0.877
DUOX2	-0.606641	0.98202492	0.547	0.953
DUOXA1	-0.3500107	0.986613997	0.728	0.978
DUOXA2	-0.2955665	0.978613107	0.769	0.98
DUS1L	-0.4119785	0.972349869	0.682	0.972
DUS2	-1.1450612	0.954286402	0.258	0.888
DUS3L	0.4403172	1.035778638	0.662	0.969
DUS4L	-0.4507536	0.964851667	0.654	0.967
DUSP1	-0.2409883	0.977038116	0.811	0.984
DUSP10	-2.2969211	0.793155328	0.0258	0.54
DUSP11	-0.9002564	0.937985867	0.372	0.916
DUSP12	-1.2913701	0.927338515	0.202	0.872
DUSP13	-1.0349681	0.945383913	0.306	0.899
DUSP14	-1.6412106	0.916299902	0.107	0.79
DUSP15	-1.2318897	0.940546287	0.224	0.88
DUSP15	-0.0864114	0.995218232	0.931	0.998
DUSP16	-1.4237411	0.91626356	0.161	0.846
DUSP18	1.8055886	1.078491495	0.0769	0.739
DUSP19	-1.0569696	0.978526204	0.296	0.896
DUSP2	0.7944286	1.093769502	0.431	0.93
DUSP21	-0.2863352	0.987816738	0.776	0.981
DUSP22	-0.2915493	0.986877465	0.772	0.981
DUSP23	1.244919	1.094022971	0.219	0.878
DUSP26	-1.1818134	0.95304243	0.243	0.883
DUSP28	0.5166625	1.030947581	0.608	0.964
DUSP4	-1.2436945	0.789568555	0.219	0.878
DUSP5	1.7715555	1.218165778	0.0824	0.752
DUSP6	3.2571485	1.937242703	0.002	0.143
DUSP7	-0.2043794	0.98846324	0.839	0.986
DUSP8	-1.0134163	0.855969223	0.316	0.9
DUSP9	-0.7030869	0.958270193	0.485	0.944
DUT	0.61183	1.032616846	0.543	0.952
DVL2	-0.6310918	0.970348225	0.531	0.95
DVL3	-0.3463953	0.97458512	0.73	0.978
DXO	-0.0363773	0.998013171	0.971	0.998
DYDC1	-2.4110612	0.921038533	0.0195	0.488
DYM	-0.8821672	0.942476715	0.382	0.918
DYNC1H1	-0.2590229	0.987251986	0.797	0.982
DYNC1I1	-0.6248578	0.980408366	0.535	0.951
DYNC1LI1	0.0240091	1.001922695	0.981	0.998
DYNC1LI2	-1.4618688	0.923999669	0.15	0.842
DYNC2H1	-0.4838017	0.985817352	0.631	0.965
DYNC2LI1	-0.2879026	0.989922879	0.775	0.981
DYNLRB1	0.845726	1.031624735	0.402	0.923
DYNLT1	-0.7792606	0.948420847	0.439	0.932
DYNLT3	0.0747617	1.006158193	0.941	0.998
DYRK1B	-0.7172724	0.959103577	0.476	0.943
DYRK2	-2.0367399	0.856220279	0.0469	0.646
DYRK3	-0.0810757	0.99737427	0.936	0.998
DYRK4	-0.4768136	0.973567457	0.636	0.965
DYSF	1.3712699	1.198766456	0.176	0.858
DZANK1	-0.3889626	0.987330329	0.699	0.974
DZIP1L	-0.597508	0.969629972	0.553	0.955
DZIP3	0.7763211	1.065540766	0.441	0.933
E2F2	1.2972351	1.065283913	0.2	0.87
E2F3	0.0591195	1.003613693	0.953	0.998
E2F4	0.3029968	1.01338774	0.763	0.98
E2F5	-0.346799	0.971777126	0.73	0.978
E2F7	0.7369119	1.023913754	0.465	0.94
E2F8	1.8161799	1.129741224	0.0752	0.736
E4F1	0.1321591	1.009974711	0.895	0.994
EAF2	2.3790233	1.08989147	0.0211	0.499
EAPP	-2.3944077	0.837960509	0.0204	0.494
EARS2	-0.6101723	0.978986812	0.544	0.952
EBAG9	0.5293527	1.023565006	0.599	0.963
EBF1	-2.3486312	0.76139291	0.0228	0.513
EBF2	-0.2910611	0.991441463	0.772	0.981
EBF3	-0.7212614	0.983381602	0.474	0.943
EBF4	-1.0454524	0.949958135	0.301	0.898
EBI3	-0.2819695	0.987933727	0.779	0.981
EBNA1BP2	0.742222	1.060501139	0.461	0.94
EBP	-0.2957391	0.989112634	0.769	0.98
ECD	-0.1518079	0.992340307	0.88	0.991
ECE1	0.3273617	1.013909433	0.745	0.979
ECE2	0.2034124	1.008311785	0.84	0.986
ECEL1	1.4538002	1.046523966	0.152	0.843
ECH1	1.0953397	1.104988128	0.279	0.891
ECHDC1	1.1660159	1.106068764	0.249	0.883
ECHDC2	-0.3461628	0.975406249	0.731	0.978
ECHDC3	-0.6131638	0.937697363	0.542	0.952
ECI1	-0.1674581	0.988575714	0.868	0.99
ECI2	0.7527145	1.065256755	0.455	0.938
ECM1	-0.0712287	0.997027063	0.943	0.998
ECM2	-1.3797791	0.958464538	0.174	0.857
ECSCR	-1.4286634	0.956820742	0.159	0.846
ECSIT	-0.6179534	0.964624628	0.539	0.951
ECT2	0.6651233	1.069533284	0.509	0.947
EDA	-0.3595603	0.98920878	0.721	0.978
EDA2R	-0.1336523	0.993366259	0.894	0.994
EDAR	-0.1914784	0.983080403	0.849	0.987
EDARADD	-0.5477649	0.977984015	0.586	0.962
EDC3	0.2332931	1.011345885	0.816	0.984
EDC4	0.0693282	1.004963825	0.945	0.998
EDDM3A	0.037544	1.000772069	0.97	0.998
EDDM3B	-0.1315761	0.995842188	0.896	0.994
EDEM3	0.3344703	1.022180419	0.739	0.979
EDF1	-1.2657765	0.910352167	0.211	0.877
EDIL3	-0.549592	0.989206853	0.585	0.962
EDN1	-0.8926242	0.964840231	0.376	0.917
EDN2	-0.0746839	0.996235406	0.941	0.998
EDN3	-0.28462	0.989149712	0.777	0.981
EDNRA	0.7095855	1.01209969	0.481	0.943
EDNRB	-1.4880491	0.936930513	0.143	0.832
EDRF1	-0.2673599	0.987550706	0.79	0.982
EED	-0.0547513	0.995778886	0.957	0.998
EEF1A1	-2.2127748	0.838565034	0.0314	0.586
EEF1A2	-1.4979688	0.941918095	0.14	0.829
EEF1AKMT1	-0.2712579	0.984987335	0.787	0.982
EEF1AKMT3	-0.3071796	0.976111602	0.76	0.98
EEF2	-3.2192669	0.707182456	0.00224	0.153
EEF2K	0.1568335	1.011492456	0.876	0.991
EEFSEC	0.9051486	1.054417844	0.37	0.916
EEPD1	-2.5784213	0.912426561	0.0129	0.403
EFCAB1	-0.1783383	0.995168593	0.859	0.989
EFCAB11	0.5749654	1.012754658	0.568	0.959
EFCAB12	-0.0294696	0.998956679	0.977	0.998
EFCAB13	-2.4638015	0.93595298	0.0172	0.459
EFCAB2	-0.3073505	0.977209084	0.76	0.98
EFCAB7	-0.5842897	0.936922928	0.562	0.957
EFCC1	-0.014273	0.999485914	0.989	0.999
EFEMP1	-0.2032654	0.99567847	0.84	0.986
EFHC1	-1.7618238	0.915065608	0.0841	0.753
EFHC2	-0.3389784	0.98167172	0.736	0.979
EFHD1	-0.8227885	0.964255677	0.414	0.926
EFHD2	0.5753872	1.039083037	0.568	0.959
EFL1	1.4684604	1.127867662	0.148	0.841
EFNA1	-0.3966585	0.971802541	0.693	0.973
EFNA3	-0.9485432	0.959181302	0.347	0.912
EFNA4	0.003446	1.00034447	0.997	1
EFNB1	0.4062986	1.02182957	0.686	0.972
EFNB2	-0.1005312	0.995347363	0.92	0.997
EFNB3	-0.6829702	0.971887735	0.498	0.945
EFR3A	0.9272425	1.05557705	0.358	0.913
EFR3B	-0.5337218	0.9808654	0.596	0.963
EFS	-0.2256614	0.992755009	0.822	0.984
EFTUD2	1.4227962	1.056423127	0.161	0.846
EGF	1.5385015	1.276416117	0.13	0.813
EGFL6	0.774605	1.02914365	0.442	0.933
EGFL7	-1.2390923	0.93073988	0.221	0.878
EGFLAM	-0.3792209	0.98403752	0.706	0.975
EGFR	-0.0796756	0.997491678	0.937	0.998
EGLN1	-1.008685	0.946597581	0.318	0.901
EGLN2	-0.6735055	0.96951827	0.504	0.946
EGLN3	-0.5401984	0.973106289	0.591	0.962
EGR1	0.4018257	1.085730348	0.689	0.972
EGR2	-0.8009394	0.80004024	0.427	0.928
EGR3	0.1332205	1.042198808	0.895	0.994
EGR4	0.1942216	1.008160294	0.847	0.987
EHBP1	1.3466328	1.055898339	0.184	0.864
EHBP1L1	0.5335613	1.059629482	0.596	0.963
EHD1	-0.2503738	0.986612698	0.803	0.982
EHD3	0.6518638	1.10035228	0.517	0.948
EHHADH	1.8686247	1.131877478	0.0674	0.717
EHMT1	-0.5885306	0.9794944	0.559	0.957
EI24	-0.3033371	0.985169665	0.763	0.98
EID1	-1.6172878	0.928886184	0.112	0.8
EID2	-3.2992951	0.839720742	0.00177	0.137
EID2B	-1.0946484	0.917318468	0.279	0.891
EIF1	-1.5960539	0.879087581	0.117	0.803
EIF1AD	-1.6857913	0.897566098	0.0979	0.777
EIF1AX	0.100877	1.010294844	0.92	0.997
EIF1AY	-0.390376	0.835166946	0.698	0.974
EIF1B	-2.2791236	0.874664212	0.0269	0.546
EIF2AK1	0.8004506	1.045713737	0.427	0.928
EIF2AK2	8.8351673	2.369798936	7.37E-12	1.23E-08
EIF2AK3	-1.1945215	0.895156856	0.238	0.883
EIF2B2	0.8665526	1.043789316	0.39	0.919
EIF2B3	2.075573	1.158959868	0.043	0.634
EIF2B4	-0.2735132	0.984797026	0.786	0.982
EIF2B5	0.0473483	1.001683767	0.962	0.998
EIF2D	-2.9469725	0.816471883	0.00483	0.252
EIF2S1	1.1302548	1.107590351	0.264	0.889
EIF2S2	0.4116553	1.024614448	0.682	0.972
EIF2S3	-3.3101146	0.824045018	0.00172	0.135
EIF3A	0.2240175	1.009420534	0.824	0.984
EIF3B	-0.301407	0.983819537	0.764	0.98
EIF3D	-3.2850279	0.799869801	0.00185	0.137
EIF3E	-2.0623703	0.896021534	0.0443	0.639
EIF3G	-0.4797457	0.955776347	0.633	0.965
EIF3H	-4.4686143	0.821367057	0.000044	0.00768
EIF3I	-2.2748635	0.896108694	0.0271	0.549
EIF3J	-0.3635323	0.975438628	0.718	0.978
EIF3K	-2.2960407	0.856761644	0.0258	0.541
EIF3M	-2.7117349	0.844906528	0.0091	0.349
EIF4A2	-0.0587588	0.996626672	0.953	0.998
EIF4A3	-1.4410842	0.927974637	0.156	0.846
EIF4E	1.1063718	1.072221471	0.274	0.889
EIF4E2	1.0759024	1.054353193	0.287	0.894
EIF4E3	1.2742507	1.100055239	0.208	0.876
EIF4EBP1	-0.6527715	0.945672828	0.517	0.947
EIF4EBP2	-1.9005161	0.941547341	0.063	0.702
EIF4ENIF1	-0.5599211	0.969584049	0.578	0.962
EIF4G1	0.2523582	1.013163136	0.802	0.982
EIF4G2	0.0452658	1.001278536	0.964	0.998
EIF4G3	1.6741009	1.141219038	0.1	0.782
EIF5	-0.0516807	0.997594551	0.959	0.998
EIF5A	-0.3923864	0.954017602	0.696	0.974
EIF5A2	0.0407501	1.003207195	0.968	0.998
EIF5B	1.1547262	1.073679147	0.254	0.885
EIPR1	1.4832587	1.137188544	0.144	0.833
ELAC2	0.1003333	1.005508927	0.92	0.997
ELANE	-1.3247292	0.923187593	0.191	0.867
ELAVL1	0.4498963	1.017135624	0.655	0.967
ELAVL2	-0.1228032	0.995818326	0.903	0.996
ELAVL3	-1.4732255	0.948249743	0.147	0.838
ELAVL4	-1.4067526	0.974177211	0.166	0.85
ELF1	-0.1697819	0.989519031	0.866	0.99
ELF4	0.6682079	1.052103503	0.507	0.947
ELF5	-1.0708578	0.969509782	0.289	0.894
ELFN1	-1.0734776	0.939848576	0.288	0.894
ELK4	-0.8045672	0.976100905	0.425	0.928
ELK4	-0.1351725	0.994372987	0.893	0.993
ELL	-1.1777519	0.944238878	0.244	0.883
ELMO2	0.7597875	1.051301117	0.451	0.937
ELMO3	-0.0278767	0.998773473	0.978	0.998
ELMOD1	-1.1457914	0.972013711	0.257	0.887
ELMOD2	-0.3259806	0.991225248	0.746	0.979
ELMOD3	0.5074491	1.026409565	0.614	0.964
ELN	-1.2819459	0.951133351	0.206	0.875
ELOA2	0.7233283	1.026825031	0.473	0.942
ELOB	-1.2691132	0.936001976	0.21	0.877
ELOF1	-1.0129597	0.930108715	0.316	0.9
ELOVL1	-0.2453842	0.98635758	0.807	0.983
ELOVL3	0.6041442	1.023075304	0.548	0.953
ELOVL4	-1.3861947	0.860407371	0.172	0.855
ELOVL6	0.8745712	1.041902075	0.386	0.919
ELOVL7	1.348966	1.266476853	0.183	0.864
ELP1	0.0333042	1.002010516	0.974	0.998
ELP2	-2.4084672	0.860308657	0.0197	0.488
ELP3	2.0651813	1.202789034	0.044	0.638
ELP4	1.2285694	1.098086976	0.225	0.88
ELP5	0.3804055	1.028965207	0.705	0.975
ELP6	-0.5269727	0.98714708	0.6	0.963
ELSPBP1	-0.2635116	0.991287374	0.793	0.982
EMC1	-1.2496124	0.951946084	0.217	0.878
EMC10	-0.2107954	0.985645185	0.834	0.986
EMC3	0.2884483	1.024327067	0.774	0.981
EMC3	0.0383162	1.001898049	0.97	0.998
EMC4	0.7057291	1.033971665	0.484	0.944
EMC6	-1.6421995	0.915867924	0.107	0.79
EMC7	-1.3100611	0.919429748	0.196	0.868
EMC8	-0.5827481	0.976252241	0.563	0.957
EMC9	1.8018142	1.079526972	0.0775	0.74
EMCN	-0.8437692	0.983567268	0.403	0.923
EMD	-1.0256091	0.946197878	0.31	0.899
EME1	0.6105193	1.031032164	0.544	0.952
EME2	-0.0427709	0.997855508	0.966	0.998
EMID1	-0.1143729	0.993085901	0.909	0.996
EMILIN1	-0.3069214	0.982590646	0.76	0.98
EMILIN2	1.5981461	1.124232526	0.116	0.803
EML1	-0.5318612	0.988207678	0.597	0.963
EML2	-0.5344354	0.977338521	0.595	0.962
EML3	-0.6299306	0.954112791	0.532	0.95
EML5	-0.1491378	0.9929593	0.882	0.992
EMP2	-0.6549059	0.963906857	0.515	0.947
EMP3	0.5781488	1.064012028	0.566	0.959
EMSY	0.7302451	1.040682993	0.469	0.941
EMX1	0.5786826	1.02755538	0.565	0.959
EMX2	-0.7217078	0.981398649	0.474	0.943
EN1	1.1754818	1.04483915	0.245	0.883
EN2	0.6198269	1.021385377	0.538	0.951
ENAH	-1.3249825	0.972826626	0.191	0.867
ENC1	-0.8196323	0.910972659	0.416	0.926
ENDOD1	0.3382801	1.045615469	0.737	0.979
ENDOU	-0.4580505	0.985719444	0.649	0.966
ENDOV	0.337236	1.015656811	0.737	0.979
ENG	-0.458435	0.979012395	0.649	0.966
ENGASE	-0.3483502	0.97612623	0.729	0.978
ENHO	-0.7352767	0.966693114	0.466	0.941
ENKUR	1.6833127	1.210897215	0.0984	0.777
ENO2	-0.7882754	0.930395968	0.434	0.931
ENO3	-1.2969103	0.923863842	0.2	0.87
ENOPH1	0.6026763	1.044128656	0.549	0.953
ENOX1	-0.8560693	0.97048083	0.396	0.921
ENOX2	2.0670055	1.200968307	0.0438	0.637
ENPEP	0.186598	1.0054019	0.853	0.988
ENPP1	-1.1638671	0.976582283	0.25	0.883
ENPP2	1.9245906	1.202419291	0.0599	0.692
ENPP3	0.3185987	1.013775448	0.751	0.98
ENPP5	1.3260634	1.148881077	0.191	0.867
ENPP6	1.4299513	1.038483044	0.159	0.846
ENPP7	-0.3507541	0.971472276	0.727	0.978
ENSA	0.687229	1.02647517	0.495	0.945
ENTHD1	-0.8758103	0.978514761	0.385	0.919
ENTPD1	0.2123804	1.020766551	0.833	0.986
ENTPD2	-0.6065368	0.963787497	0.547	0.953
ENTPD3	-1.9303402	0.963689105	0.0591	0.689
ENTPD4	-1.1804983	0.901074227	0.243	0.883
ENTPD6	1.5682123	1.077318244	0.123	0.807
ENY2	1.2233677	1.084327176	0.227	0.88
EOGT	1.0944275	1.111002775	0.279	0.891
EP300	-0.5930727	0.95888568	0.556	0.956
EPAS1	-1.8068841	0.910740749	0.0767	0.737
EPB41	-1.7604394	0.933336583	0.0843	0.753
EPB41L1	0.239786	1.005819724	0.811	0.984
EPB41L2	0.8599583	1.040765692	0.394	0.92
EPB41L3	2.2384728	1.349128129	0.0296	0.57
EPB41L4A	0.5519352	1.017303363	0.583	0.962
EPB41L4B	-0.872195	0.97721686	0.387	0.919
EPB41L5	-0.8482119	0.968572455	0.4	0.923
EPB42	-0.2891595	0.93906137	0.774	0.981
EPC1	-1.1708327	0.947693035	0.247	0.883
EPC2	0.1504173	1.009279587	0.881	0.991
EPDR1	1.1018115	1.066417115	0.276	0.89
EPG5	0.5392138	1.023941583	0.592	0.962
EPHA1	-1.2831126	0.960385422	0.205	0.875
EPHA10	-0.1019709	0.997124511	0.919	0.997
EPHA2	-1.2045236	0.937556481	0.234	0.883
EPHA3	-1.1449204	0.979449517	0.258	0.888
EPHA4	-1.627472	0.860546192	0.11	0.795
EPHA6	-1.072864	0.972753573	0.288	0.894
EPHA7	-0.7559396	0.982269957	0.453	0.938
EPHA8	-0.1838699	0.990754328	0.855	0.988
EPHB1	-0.5562098	0.972172871	0.58	0.962
EPHB2	4.4912791	1.238942575	0.0000408	0.00724
